geoid,census_tract,white_pop,total_pop,white_pct,non_white_pct
09001010101,"Census Tract 101.01, Fairfield County, Connecticut",3979,4391,90.61717148713278,9.38282851286722
09001010102,"Census Tract 101.02, Fairfield County, Connecticut",3709,4136,89.67601547388782,10.323984526112184
09001010201,"Census Tract 102.01, Fairfield County, Connecticut",3125,3501,89.26021136818052,10.73978863181948
09001010202,"Census Tract 102.02, Fairfield County, Connecticut",4428,5743,77.10255963781995,22.89744036218005
09001010300,"Census Tract 103, Fairfield County, Connecticut",3625,4137,87.6238820401257,12.376117959874307
09001010400,"Census Tract 104, Fairfield County, Connecticut",4764,5615,84.84416740872662,15.15583259127338
09001010500,"Census Tract 105, Fairfield County, Connecticut",4958,6478,76.53596789132449,23.46403210867551
09001010600,"Census Tract 106, Fairfield County, Connecticut",1441,1942,74.20185375901133,25.79814624098867
09001010700,"Census Tract 107, Fairfield County, Connecticut",2466,3391,72.72191094072545,27.27808905927455
09001010800,"Census Tract 108, Fairfield County, Connecticut",2782,3292,84.50789793438639,15.492102065613608
09001010900,"Census Tract 109, Fairfield County, Connecticut",3340,5317,62.8173782208012,37.1826217791988
09001011000,"Census Tract 110, Fairfield County, Connecticut",4670,5597,83.43755583348222,16.56244416651778
09001011100,"Census Tract 111, Fairfield County, Connecticut",4522,5148,87.83993783993785,12.160062160062154
09001011200,"Census Tract 112, Fairfield County, Connecticut",1445,1857,77.81367797522887,22.18632202477113
09001011300,"Census Tract 113, Fairfield County, Connecticut",1930,2910,66.32302405498281,33.67697594501719
09001020101,"Census Tract 201.01, Fairfield County, Connecticut",1458,2588,56.33693972179289,43.66306027820711
09001020102,"Census Tract 201.02, Fairfield County, Connecticut",1952,3560,54.831460674157306,45.168539325842694
09001020200,"Census Tract 202, Fairfield County, Connecticut",3468,4047,85.69310600444774,14.306893995552258
09001020301,"Census Tract 203.01, Fairfield County, Connecticut",2616,3385,77.2821270310192,22.7178729689808
09001020302,"Census Tract 203.02, Fairfield County, Connecticut",3433,3966,86.56076651538073,13.439233484619265
09001020400,"Census Tract 204, Fairfield County, Connecticut",2955,3545,83.3568406205924,16.643159379407606
09001020500,"Census Tract 205, Fairfield County, Connecticut",4223,5119,82.49658136354758,17.503418636452423
09001020600,"Census Tract 206, Fairfield County, Connecticut",3178,4790,66.34655532359082,33.65344467640918
09001020700,"Census Tract 207, Fairfield County, Connecticut",3520,4266,82.51289263947493,17.487107360525073
09001020800,"Census Tract 208, Fairfield County, Connecticut",2274,2751,82.6608505997819,17.339149400218105
09001020900,"Census Tract 209, Fairfield County, Connecticut",3330,5197,64.0754281316144,35.9245718683856
09001021000,"Census Tract 210, Fairfield County, Connecticut",2557,3423,74.70055506865323,25.29944493134677
09001021100,"Census Tract 211, Fairfield County, Connecticut",4222,6894,61.24165941398317,38.75834058601683
09001021200,"Census Tract 212, Fairfield County, Connecticut",3615,4418,81.82435491172477,18.175645088275232
09001021300,"Census Tract 213, Fairfield County, Connecticut",2682,4660,57.553648068669524,42.446351931330476
09001021401,"Census Tract 214.01, Fairfield County, Connecticut",977,3584,27.260044642857146,72.73995535714286
09001021402,"Census Tract 214.02, Fairfield County, Connecticut",1691,3306,51.14942528735632,48.85057471264368
09001021501,"Census Tract 215.01, Fairfield County, Connecticut",898,4308,20.844939647168058,79.15506035283194
09001021502,"Census Tract 215.02, Fairfield County, Connecticut",628,2500,25.119999999999997,74.88
09001021601,"Census Tract 216.01, Fairfield County, Connecticut",1617,3326,48.61695730607336,51.38304269392664
09001021602,"Census Tract 216.02, Fairfield County, Connecticut",1800,4740,37.9746835443038,62.0253164556962
09001021701,"Census Tract 217.01, Fairfield County, Connecticut",1516,3902,38.851870835468986,61.148129164531014
09001021702,"Census Tract 217.02, Fairfield County, Connecticut",2499,4074,61.34020618556701,38.65979381443299
09001021801,"Census Tract 218.01, Fairfield County, Connecticut",2916,4751,61.376552304777945,38.623447695222055
09001021802,"Census Tract 218.02, Fairfield County, Connecticut",2533,5372,47.151898734177216,52.848101265822784
09001021900,"Census Tract 219, Fairfield County, Connecticut",4088,6141,66.5689627096564,33.431037290343596
09001022000,"Census Tract 220, Fairfield County, Connecticut",1867,3418,54.62258630778233,45.37741369221767
09001022101,"Census Tract 221.01, Fairfield County, Connecticut",913,3557,25.667697497891485,74.33230250210852
09001022102,"Census Tract 221.02, Fairfield County, Connecticut",2755,4196,65.65776930409915,34.34223069590085
09001022201,"Census Tract 222.01, Fairfield County, Connecticut",1547,3188,48.52572145545796,51.47427854454204
09001022202,"Census Tract 222.02, Fairfield County, Connecticut",2657,4172,63.68648130393096,36.31351869606904
09001022300,"Census Tract 223, Fairfield County, Connecticut",1614,5506,29.313476207773338,70.68652379222667
09001022400,"Census Tract 224, Fairfield County, Connecticut",1985,2170,91.47465437788019,8.525345622119815
09001030100,"Census Tract 301, Fairfield County, Connecticut",3156,3468,91.00346020761245,8.996539792387551
09001030200,"Census Tract 302, Fairfield County, Connecticut",2716,3281,82.77964035355075,17.220359646449253
09001030300,"Census Tract 303, Fairfield County, Connecticut",4067,4516,90.05757307351638,9.94242692648362
09001030400,"Census Tract 304, Fairfield County, Connecticut",3342,4209,79.40128296507484,20.59871703492516
09001030500,"Census Tract 305, Fairfield County, Connecticut",5504,6011,91.5654633172517,8.434536682748302
09001035101,"Census Tract 351.01, Fairfield County, Connecticut",3655,4242,86.16218764733617,13.837812352663832
09001035102,"Census Tract 351.02, Fairfield County, Connecticut",3522,3821,92.17482334467417,7.8251766553258335
09001035200,"Census Tract 352, Fairfield County, Connecticut",2780,3120,89.1025641025641,10.897435897435898
09001035300,"Census Tract 353, Fairfield County, Connecticut",3580,4070,87.96068796068795,12.039312039312051
09001035400,"Census Tract 354, Fairfield County, Connecticut",4704,5321,88.40443525653072,11.595564743469282
09001042500,"Census Tract 425, Fairfield County, Connecticut",2962,3633,81.53041563446187,18.469584365538125
09001042600,"Census Tract 426, Fairfield County, Connecticut",3365,4601,73.13627472288633,26.863725277113673
09001042700,"Census Tract 427, Fairfield County, Connecticut",3627,5586,64.93018259935553,35.06981740064447
09001042800,"Census Tract 428, Fairfield County, Connecticut",3804,5029,75.64128057267845,24.358719427321546
09001042900,"Census Tract 429, Fairfield County, Connecticut",1504,1619,92.89684990735022,7.103150092649784
09001043000,"Census Tract 430, Fairfield County, Connecticut",1982,3197,61.995620894588676,38.004379105411324
09001043100,"Census Tract 431, Fairfield County, Connecticut",3571,4596,77.69799825935596,22.302001740644045
09001043200,"Census Tract 432, Fairfield County, Connecticut",2224,3341,66.56689613888057,33.433103861119434
09001043300,"Census Tract 433, Fairfield County, Connecticut",1531,2959,51.7404528556945,48.2595471443055
09001043400,"Census Tract 434, Fairfield County, Connecticut",3141,4690,66.97228144989339,33.02771855010661
09001043500,"Census Tract 435, Fairfield County, Connecticut",1834,2559,71.66862055490427,28.331379445095735
09001043600,"Census Tract 436, Fairfield County, Connecticut",2090,3304,63.256658595641646,36.743341404358354
09001043700,"Census Tract 437, Fairfield County, Connecticut",1425,3033,46.98318496538081,53.01681503461919
09001043800,"Census Tract 438, Fairfield County, Connecticut",3229,7161,45.091467672112834,54.908532327887166
09001043900,"Census Tract 439, Fairfield County, Connecticut",4471,6422,69.62005605730303,30.37994394269697
09001044000,"Census Tract 440, Fairfield County, Connecticut",3309,5906,56.02776837114799,43.97223162885201
09001044100,"Census Tract 441, Fairfield County, Connecticut",1747,2983,58.565202815957086,41.434797184042914
09001044200,"Census Tract 442, Fairfield County, Connecticut",3026,4206,71.94484070375654,28.05515929624346
09001044300,"Census Tract 443, Fairfield County, Connecticut",3407,4243,80.29695969832666,19.70304030167334
09001044400,"Census Tract 444, Fairfield County, Connecticut",2008,3649,55.02877500685119,44.97122499314881
09001044500,"Census Tract 445, Fairfield County, Connecticut",1821,4420,41.199095022624434,58.800904977375566
09001044600,"Census Tract 446, Fairfield County, Connecticut",3420,3684,92.83387622149837,7.166123778501628
09001045101,"Census Tract 451.01, Fairfield County, Connecticut",3509,4048,86.68478260869566,13.315217391304344
09001045102,"Census Tract 451.02, Fairfield County, Connecticut",4957,6131,80.85141086282826,19.14858913717174
09001045200,"Census Tract 452, Fairfield County, Connecticut",2495,2792,89.36246418338108,10.637535816618922
09001045300,"Census Tract 453, Fairfield County, Connecticut",2026,2492,81.30016051364366,18.69983948635634
09001045400,"Census Tract 454, Fairfield County, Connecticut",2433,3023,80.48296394310287,19.517036056897126
09001050100,"Census Tract 501, Fairfield County, Connecticut",4095,4533,90.33752481800133,9.662475181998673
09001050200,"Census Tract 502, Fairfield County, Connecticut",3147,3622,86.88569850911098,13.11430149088902
09001050301,"Census Tract 503.01, Fairfield County, Connecticut",3722,4305,86.45760743321719,13.542392566782809
09001050302,"Census Tract 503.02, Fairfield County, Connecticut",3849,4302,89.47001394700139,10.52998605299861
09001050400,"Census Tract 504, Fairfield County, Connecticut",1895,2304,82.24826388888889,17.751736111111114
09001050500,"Census Tract 505, Fairfield County, Connecticut",4198,5010,83.79241516966069,16.207584830339314
09001050600,"Census Tract 506, Fairfield County, Connecticut",2476,3092,80.07761966364812,19.92238033635188
09001055100,"Census Tract 551, Fairfield County, Connecticut",4891,5999,81.53025504250708,18.46974495749292
09001055200,"Census Tract 552, Fairfield County, Connecticut",3732,4340,85.99078341013825,14.009216589861751
09001060100,"Census Tract 601, Fairfield County, Connecticut",3228,4068,79.35103244837758,20.64896755162242
09001060200,"Census Tract 602, Fairfield County, Connecticut",4027,4432,90.86191335740072,9.138086642599276
09001060300,"Census Tract 603, Fairfield County, Connecticut",3863,4106,94.08183146614711,5.918168533852892
09001060400,"Census Tract 604, Fairfield County, Connecticut",4560,4783,95.33765419192976,4.662345808070242
09001060500,"Census Tract 605, Fairfield County, Connecticut",2610,2993,87.20347477447378,12.796525225526224
09001060600,"Census Tract 606, Fairfield County, Connecticut",1989,2188,90.90493601462522,9.095063985374779
09001060700,"Census Tract 607, Fairfield County, Connecticut",7568,8198,92.31519882898269,7.6848011710173125
09001060800,"Census Tract 608, Fairfield County, Connecticut",1922,2082,92.31508165225745,7.684918347742553
09001060900,"Census Tract 609, Fairfield County, Connecticut",2256,2644,85.32526475037821,14.67473524962179
09001061000,"Census Tract 610, Fairfield County, Connecticut",3150,3856,81.6908713692946,18.309128630705402
09001061100,"Census Tract 611, Fairfield County, Connecticut",3387,3653,92.718313714755,7.2816862852450015
09001061200,"Census Tract 612, Fairfield County, Connecticut",1991,2532,78.63349131121643,21.36650868878357
09001061300,"Census Tract 613, Fairfield County, Connecticut",2625,3177,82.6251180358829,17.374881964117094
09001061400,"Census Tract 614, Fairfield County, Connecticut",2049,3114,65.79961464354528,34.20038535645472
09001061500,"Census Tract 615, Fairfield County, Connecticut",3733,4536,82.29717813051145,17.702821869488545
09001061600,"Census Tract 616, Fairfield County, Connecticut",4873,5375,90.66046511627907,9.33953488372093
09001070100,"Census Tract 701, Fairfield County, Connecticut",3850,5091,75.62364957768611,24.37635042231389
09001070200,"Census Tract 702, Fairfield County, Connecticut",1537,3953,38.8818618770554,61.1181381229446
09001070300,"Census Tract 703, Fairfield County, Connecticut",560,1245,44.97991967871486,55.02008032128514
09001070400,"Census Tract 704, Fairfield County, Connecticut",796,1586,50.1891551071879,49.8108448928121
09001070500,"Census Tract 705, Fairfield County, Connecticut",868,1877,46.24400639318061,53.75599360681939
09001070600,"Census Tract 706, Fairfield County, Connecticut",1152,2599,44.324740284724896,55.675259715275104
09001070900,"Census Tract 709, Fairfield County, Connecticut",596,2908,20.495185694635488,79.5048143053645
09001071000,"Census Tract 710, Fairfield County, Connecticut",827,3640,22.71978021978022,77.28021978021978
09001071100,"Census Tract 711, Fairfield County, Connecticut",973,4489,21.67520605925596,78.32479394074404
09001071200,"Census Tract 712, Fairfield County, Connecticut",1499,5684,26.372273047149896,73.62772695285011
09001071300,"Census Tract 713, Fairfield County, Connecticut",856,3091,27.693303138142994,72.306696861857
09001071400,"Census Tract 714, Fairfield County, Connecticut",1200,3786,31.695721077654515,68.30427892234549
09001071600,"Census Tract 716, Fairfield County, Connecticut",930,2506,37.110933758978454,62.889066241021546
09001071900,"Census Tract 719, Fairfield County, Connecticut",1699,5307,32.01432070849821,67.98567929150178
09001072000,"Census Tract 720, Fairfield County, Connecticut",962,3589,26.804123711340207,73.19587628865979
09001072100,"Census Tract 721, Fairfield County, Connecticut",2897,6130,47.25938009787928,52.74061990212072
09001072200,"Census Tract 722, Fairfield County, Connecticut",1942,3888,49.9485596707819,50.0514403292181
09001072300,"Census Tract 723, Fairfield County, Connecticut",2148,5007,42.89994008388256,57.10005991611744
09001072400,"Census Tract 724, Fairfield County, Connecticut",953,2996,31.809078771695592,68.1909212283044
09001072500,"Census Tract 725, Fairfield County, Connecticut",2910,5819,50.00859254167382,49.99140745832618
09001072600,"Census Tract 726, Fairfield County, Connecticut",4451,7676,57.98593017196456,42.01406982803544
09001072700,"Census Tract 727, Fairfield County, Connecticut",1428,3920,36.42857142857142,63.57142857142858
09001072800,"Census Tract 728, Fairfield County, Connecticut",1344,5895,22.798982188295167,77.20101781170483
09001072900,"Census Tract 729, Fairfield County, Connecticut",1042,4769,21.849444327951353,78.15055567204865
09001073000,"Census Tract 730, Fairfield County, Connecticut",740,1987,37.24207347760443,62.75792652239557
09001073100,"Census Tract 731, Fairfield County, Connecticut",1515,4599,32.94194390084801,67.058056099152
09001073200,"Census Tract 732, Fairfield County, Connecticut",2176,4161,52.295121365056474,47.704878634943526
09001073300,"Census Tract 733, Fairfield County, Connecticut",883,3601,24.520966398222715,75.47903360177729
09001073400,"Census Tract 734, Fairfield County, Connecticut",905,3845,23.5370611183355,76.4629388816645
09001073500,"Census Tract 735, Fairfield County, Connecticut",1042,3654,28.516694033935412,71.48330596606459
09001073600,"Census Tract 736, Fairfield County, Connecticut",893,2175,41.05747126436782,58.94252873563218
09001073700,"Census Tract 737, Fairfield County, Connecticut",1122,4616,24.306759098786827,75.69324090121317
09001073800,"Census Tract 738, Fairfield County, Connecticut",357,1897,18.81918819188192,81.18081180811808
09001073900,"Census Tract 739, Fairfield County, Connecticut",753,4068,18.51032448377581,81.4896755162242
09001074000,"Census Tract 740, Fairfield County, Connecticut",446,2225,20.04494382022472,79.95505617977528
09001074300,"Census Tract 743, Fairfield County, Connecticut",507,4890,10.368098159509202,89.6319018404908
09001074400,"Census Tract 744, Fairfield County, Connecticut",497,4672,10.637842465753424,89.36215753424658
09001080100,"Census Tract 801, Fairfield County, Connecticut",2298,5314,43.2442604441099,56.7557395558901
09001080200,"Census Tract 802, Fairfield County, Connecticut",1551,4306,36.01950766372504,63.98049233627496
09001080400,"Census Tract 804, Fairfield County, Connecticut",1899,6013,31.581573257941127,68.41842674205887
09001080500,"Census Tract 805, Fairfield County, Connecticut",2971,3191,93.10560952679411,6.894390473205888
09001080600,"Census Tract 806, Fairfield County, Connecticut",2132,2730,78.0952380952381,21.904761904761898
09001080700,"Census Tract 807, Fairfield County, Connecticut",1235,1868,66.1134903640257,33.886509635974306
09001080800,"Census Tract 808, Fairfield County, Connecticut",3724,4668,79.77720651242502,20.222793487574975
09001080900,"Census Tract 809, Fairfield County, Connecticut",3361,5041,66.67327911128744,33.32672088871256
09001081000,"Census Tract 810, Fairfield County, Connecticut",3077,4555,67.55214050493963,32.44785949506037
09001081100,"Census Tract 811, Fairfield County, Connecticut",3459,4811,71.89773435876117,28.10226564123883
09001081200,"Census Tract 812, Fairfield County, Connecticut",4021,4955,81.15035317860747,18.849646821392525
09001081300,"Census Tract 813, Fairfield County, Connecticut",4235,4908,86.2876935615322,13.712306438467806
09001090100,"Census Tract 901, Fairfield County, Connecticut",2648,3248,81.5270935960591,18.472906403940897
09001090200,"Census Tract 902, Fairfield County, Connecticut",6525,7609,85.75371270863451,14.24628729136549
09001090300,"Census Tract 903, Fairfield County, Connecticut",3524,4810,73.26403326403327,26.735966735966727
09001090400,"Census Tract 904, Fairfield County, Connecticut",5021,6804,73.79482657260435,26.20517342739565
09001090500,"Census Tract 905, Fairfield County, Connecticut",4182,5405,77.37280296022202,22.627197039777982
09001090600,"Census Tract 906, Fairfield County, Connecticut",2835,3577,79.2563600782779,20.743639921722107
09001090700,"Census Tract 907, Fairfield County, Connecticut",4440,5377,82.57392598103031,17.426074018969686
09001100100,"Census Tract 1001, Fairfield County, Connecticut",4253,5253,80.96325909004378,19.036740909956222
09001100200,"Census Tract 1002, Fairfield County, Connecticut",5581,6958,80.20983041103766,19.790169588962343
09001100300,"Census Tract 1003, Fairfield County, Connecticut",5830,6716,86.80762358546754,13.192376414532461
09001105100,"Census Tract 1051, Fairfield County, Connecticut",3650,4017,90.8638287279064,9.136171272093605
09001105200,"Census Tract 1052, Fairfield County, Connecticut",3085,3585,86.05299860529986,13.947001394700138
09001110100,"Census Tract 1101, Fairfield County, Connecticut",2047,3009,68.0292455965437,31.970754403456297
09001110201,"Census Tract 1102.01, Fairfield County, Connecticut",3650,4702,77.62654189706508,22.37345810293492
09001110202,"Census Tract 1102.02, Fairfield County, Connecticut",4118,5124,80.36690085870414,19.633099141295858
09001110301,"Census Tract 1103.01, Fairfield County, Connecticut",5802,6745,86.01927353595255,13.98072646404745
09001110302,"Census Tract 1103.02, Fairfield County, Connecticut",3058,3404,89.83548766157462,10.164512338425382
09001110400,"Census Tract 1104, Fairfield County, Connecticut",4490,5090,88.21218074656188,11.787819253438116
09001110500,"Census Tract 1105, Fairfield County, Connecticut",4813,5118,94.04064087534194,5.959359124658064
09001110601,"Census Tract 1106.01, Fairfield County, Connecticut",2649,2815,94.10301953818828,5.896980461811722
09001110602,"Census Tract 1106.02, Fairfield County, Connecticut",4188,4937,84.8288434271825,15.171156572817495
09001200100,"Census Tract 2001, Fairfield County, Connecticut",3050,3992,76.40280561122245,23.597194388777552
09001200200,"Census Tract 2002, Fairfield County, Connecticut",3498,5641,62.01028186491757,37.98971813508243
09001200301,"Census Tract 2003.01, Fairfield County, Connecticut",3911,5065,77.21618953603159,22.783810463968408
09001200302,"Census Tract 2003.02, Fairfield County, Connecticut",4946,5589,88.49525854356773,11.50474145643227
09001205100,"Census Tract 2051, Fairfield County, Connecticut",3790,4360,86.92660550458714,13.073394495412856
09001205200,"Census Tract 2052, Fairfield County, Connecticut",6711,7063,95.0162820331304,4.983717966869605
09001205300,"Census Tract 2053, Fairfield County, Connecticut",4563,6005,75.98667776852622,24.01332223147378
09001210101,"Census Tract 2101.01, Fairfield County, Connecticut",1143,2347,48.700468683425655,51.299531316574345
09001210102,"Census Tract 2101.02, Fairfield County, Connecticut",1333,3306,40.32062915910466,59.67937084089534
09001210201,"Census Tract 2102.01, Fairfield County, Connecticut",1451,3008,48.23803191489361,51.76196808510639
09001210202,"Census Tract 2102.02, Fairfield County, Connecticut",1285,3887,33.05891432981734,66.94108567018266
09001210300,"Census Tract 2103, Fairfield County, Connecticut",2598,5288,49.130105900151285,50.869894099848715
09001210401,"Census Tract 2104.01, Fairfield County, Connecticut",2504,4753,52.68251630549127,47.31748369450873
09001210402,"Census Tract 2104.02, Fairfield County, Connecticut",2006,4228,47.44560075685904,52.55439924314096
09001210501,"Census Tract 2105.01, Fairfield County, Connecticut",2214,3328,66.5264423076923,33.47355769230769
09001210502,"Census Tract 2105.02, Fairfield County, Connecticut",4678,6190,75.5735056542811,24.426494345718893
09001210600,"Census Tract 2106, Fairfield County, Connecticut",3451,6548,52.70311545510079,47.29688454489921
09001210701,"Census Tract 2107.01, Fairfield County, Connecticut",2514,6211,40.4765738206408,59.5234261793592
09001210702,"Census Tract 2107.02, Fairfield County, Connecticut",2234,4278,52.22066386161758,47.77933613838242
09001210800,"Census Tract 2108, Fairfield County, Connecticut",4327,6082,71.14436040776062,28.855639592239385
09001210900,"Census Tract 2109, Fairfield County, Connecticut",4458,5508,80.93681917211329,19.06318082788671
09001211000,"Census Tract 2110, Fairfield County, Connecticut",2724,4400,61.909090909090914,38.090909090909086
09001211100,"Census Tract 2111, Fairfield County, Connecticut",763,1211,63.005780346820806,36.994219653179194
09001211201,"Census Tract 2112.01, Fairfield County, Connecticut",2114,3828,55.22466039707419,44.77533960292581
09001211202,"Census Tract 2112.02, Fairfield County, Connecticut",1946,3044,63.929040735873855,36.070959264126145
09001211300,"Census Tract 2113, Fairfield County, Connecticut",2820,3777,74.66243050039714,25.337569499602864
09001211400,"Census Tract 2114, Fairfield County, Connecticut",3538,4975,71.11557788944724,28.884422110552762
09001220100,"Census Tract 2201, Fairfield County, Connecticut",4607,5406,85.22012578616352,14.779874213836479
09001220200,"Census Tract 2202, Fairfield County, Connecticut",4318,4670,92.46252676659529,7.537473233404711
09001220300,"Census Tract 2203, Fairfield County, Connecticut",3249,3564,91.16161616161617,8.838383838383834
09001230100,"Census Tract 2301, Fairfield County, Connecticut",6107,6965,87.68126346015794,12.318736539842064
09001230200,"Census Tract 2302, Fairfield County, Connecticut",1752,1879,93.2410856838744,6.758914316125598
09001230300,"Census Tract 2303, Fairfield County, Connecticut",2884,3292,87.60631834750912,12.393681652490883
09001230400,"Census Tract 2304, Fairfield County, Connecticut",5306,5930,89.47723440134907,10.522765598650935
09001230501,"Census Tract 2305.01, Fairfield County, Connecticut",3853,4237,90.93698371489262,9.06301628510738
09001230502,"Census Tract 2305.02, Fairfield County, Connecticut",4329,5085,85.13274336283186,14.86725663716814
09001240100,"Census Tract 2401, Fairfield County, Connecticut",3704,4391,84.35436119335003,15.64563880664997
09001240200,"Census Tract 2402, Fairfield County, Connecticut",4055,4440,91.32882882882883,8.671171171171167
09001245100,"Census Tract 2451, Fairfield County, Connecticut",2531,2948,85.85481682496608,14.145183175033921
09001245200,"Census Tract 2452, Fairfield County, Connecticut",3728,4356,85.58310376492194,14.416896235078056
